"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Bike.Key"
"0h 24m 14s","6/1/2012 11:36","6/1/2012 12:00","4th & East Capitol St NE","20th & O St NW / Dupont South","W00020","Registered"
"0h 18m 18s","5/4/2012 22:56","5/4/2012 23:15","Georgia & New Hampshire Ave NW","4th St & Rhode Island Ave NE","W00794","Casual"
"0h 8m 42s","4/19/2012 23:09","4/19/2012 23:18","21st & I St NW","17th & Rhode Island Ave NW","W01229","Registered"
"0h 3m 16s","4/15/2012 15:09","4/15/2012 15:13","New Hampshire Ave & T St NW [formerly 16th & U St NW]","15th & P St NW","W01468","Registered"
"0h 13m 43s","5/27/2012 19:35","5/27/2012 19:48","Columbia Rd & Belmont St NW","20th St & Florida Ave NW","W00186","Registered"
"0h 41m 26s","4/1/2012 12:09","4/1/2012 12:50","M St & Pennsylvania Ave NW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01362","Casual"
"0h 16m 22s","6/22/2012 18:09","6/22/2012 18:26","Van Ness Metro / UDC","14th St & Spring Rd NW","W20019","Registered"
"0h 22m 58s","6/23/2012 11:56","6/23/2012 12:19","Jefferson Dr & 14th St SW","Jefferson Memorial","W00694","Casual"
"0h 2m 22s","6/6/2012 23:02","6/6/2012 23:05","New Hampshire Ave & T St NW [formerly 16th & U St NW]","17th & Corcoran St NW","W01318","Registered"
"0h 12m 18s","6/26/2012 12:16","6/26/2012 12:28","20th St & Florida Ave NW","14th & Harvard St NW","W00925","Registered"
"0h 5m 50s","4/8/2012 14:22","4/8/2012 14:28","Eastern Market / 7th & North Carolina Ave SE","Lincoln Park / 13th & East Capitol St NE ","W20030","Registered"
"0h 10m 19s","5/12/2012 21:20","5/12/2012 21:30","20th St & Florida Ave NW","Connecticut Ave & Newark St NW / Cleveland Park","W01448","Registered"
"0h 5m 8s","6/12/2012 18:09","6/12/2012 18:15","36th & Calvert St NW / Glover Park","39th & Calvert St NW / Stoddert","W00135","Registered"
"0h 4m 9s","4/25/2012 19:02","4/25/2012 19:06","Lincoln Park / 13th & East Capitol St NE ","19th & East Capitol St SE","W00805","Registered"
"0h 7m 22s","6/3/2012 14:52","6/3/2012 14:59","13th & D St NE","6th & H St NE","W20179","Registered"
"0h 12m 24s","6/19/2012 22:20","6/19/2012 22:33","19th St & Constitution Ave NW","Metro Center / 12th & G St NW","W00219","Casual"
"0h 42m 5s","4/29/2012 19:10","4/29/2012 19:53","10th St & Constitution Ave NW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01370","Casual"
"0h 7m 11s","5/20/2012 10:55","5/20/2012 11:03","20th & Bell St","15th & Hayes St","W01156","Registered"
"0h 8m 40s","6/7/2012 9:01","6/7/2012 9:10","13th & H St NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01365","Registered"
"0h 18m 37s","5/25/2012 14:29","5/25/2012 14:48","23rd & Crystal Dr","Jefferson Memorial","W00305","Registered"
"0h 7m 42s","4/20/2012 14:52","4/20/2012 14:59","10th & U St NW","California St & Florida Ave NW","W01390","Registered"
"0h 17m 54s","4/10/2012 9:53","4/10/2012 10:11","S Joyce & Army Navy Dr","Clarendon Metro / Wilson Blvd & N Highland St","W00679","Registered"
"0h 11m 58s","4/27/2012 9:59","4/27/2012 10:11","Convention Center / 7th & M St NW","US Dept of State / Virginia Ave & 21st St NW","W01008","Registered"
"0h 48m 9s","4/14/2012 17:40","4/14/2012 18:28","Maryland & Independence Ave SW","Jefferson Dr & 14th St SW","W00209","Casual"
"0h 20m 27s","5/18/2012 8:26","5/18/2012 8:46","4th & E St SW","1st & N ST SE","W01184","Registered"
"0h 3m 46s","6/20/2012 17:28","6/20/2012 17:32","15th & P St NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W01465","Registered"
"0h 11m 14s","4/29/2012 18:02","4/29/2012 18:13","Columbus Circle / Union Station","15th St & Massachusetts Ave SE","W00993","Registered"
"0h 7m 28s","4/4/2012 16:02","4/4/2012 16:10","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","C & O Canal & Wisconsin Ave NW","W00844","Registered"
"0h 14m 52s","5/22/2012 17:24","5/22/2012 17:39","Massachusetts Ave & Dupont Circle NW","Georgia & New Hampshire Ave NW","W00672","Registered"
"0h 2m 39s","5/10/2012 8:52","5/10/2012 8:55","Adams Mill & Columbia Rd NW","Calvert St & Woodley Pl NW","W00332","Registered"
"0h 8m 11s","5/31/2012 23:06","5/31/2012 23:15","Eastern Market / 7th & North Carolina Ave SE","13th & H St NE","W20114","Registered"
"0h 6m 13s","6/3/2012 22:54","6/3/2012 23:01","Convention Center / 7th & M St NW","15th & P St NW","W20002","Registered"
"0h 14m 55s","5/10/2012 8:07","5/10/2012 8:22","4th & E St SW","US Dept of State / Virginia Ave & 21st St NW","W01130","Registered"
"0h 30m 27s","6/3/2012 20:35","6/3/2012 21:06","25th St & Pennsylvania Ave NW","14th & Harvard St NW","W00872","Registered"
"0h 5m 38s","6/3/2012 12:10","6/3/2012 12:16","Connecticut Ave & Newark St NW / Cleveland Park","Connecticut Ave & Newark St NW / Cleveland Park","W00035","Casual"
"0h 43m 15s","4/7/2012 14:59","4/7/2012 15:42","Jefferson Dr & 14th St SW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00770","Casual"
"0h 11m 10s","6/2/2012 17:08","6/2/2012 17:19","11th & H St NE","North Capitol St & F St NW","W00069","Registered"
"0h 13m 14s","5/26/2012 10:42","5/26/2012 10:55","13th & H St NE","5th St & K St NW","W00807","Registered"
"0h 4m 31s","6/5/2012 14:41","6/5/2012 14:46","3rd & D St SE","1st & K St SE","W00833","Registered"
"1h 9m 52s","4/14/2012 14:35","4/14/2012 15:45","3rd & D St SE","3rd & D St SE","W00201","Registered"
"0h 5m 41s","6/5/2012 11:50","6/5/2012 11:56","New Hampshire Ave & T St NW [formerly 16th & U St NW]","14th & R St NW","W01142","Registered"
"0h 19m 25s","4/16/2012 18:43","4/16/2012 19:02","John McCormack Dr & Michigan Ave NE","Columbia Rd & Belmont St NW","W00947","Registered"
"0h 14m 15s","6/12/2012 7:52","6/12/2012 8:06","Lincoln Park / 13th & East Capitol St NE ","1st & M St NE","W00393","Registered"
"0h 16m 5s","5/11/2012 17:42","5/11/2012 17:58","14th & G St NW","4th & East Capitol St NE","W00012","Registered"
"0h 7m 36s","5/27/2012 3:41","5/27/2012 3:48","14th & Rhode Island Ave NW","21st & I St NW","W00136","Casual"
"0h 11m 10s","5/8/2012 1:21","5/8/2012 1:33","18th & M St NW","14th & V St NW","W00672","Registered"
"0h 4m 11s","6/21/2012 19:34","6/21/2012 19:38","7th & R St NW / Shaw Library","1st & Rhode Island Ave NW","W00115","Registered"
"0h 14m 35s","4/5/2012 19:06","4/5/2012 19:20","17th & K St NW [formerly 17th & L St NW]","Massachusetts Ave & Dupont Circle NW","W00576","Casual"
"0h 12m 47s","6/21/2012 21:01","6/21/2012 21:13","McPherson Square - 14th & H St NW","Massachusetts Ave & Dupont Circle NW","W00621","Registered"
"0h 10m 32s","5/13/2012 13:33","5/13/2012 13:43","14th & V St NW","21st & I St NW","W00818","Registered"
"0h 9m 9s","6/6/2012 20:25","6/6/2012 20:34","8th & H St NW","7th & T St NW","W01410","Registered"
"0h 8m 14s","5/28/2012 3:04","5/28/2012 3:12","14th & Rhode Island Ave NW","Jefferson Dr & 14th St SW","W01142","Casual"
"0h 4m 22s","6/29/2012 8:19","6/29/2012 8:24","Thomas Circle","18th & M St NW","W01414","Registered"
"0h 4m 21s","6/11/2012 14:21","6/11/2012 14:25","18th St & Pennsylvania Ave NW","19th & L St NW","W00127","Registered"
"0h 14m 47s","6/28/2012 18:12","6/28/2012 18:26","25th St & Pennsylvania Ave NW","15th & P St NW","W20085","Casual"
"0h 13m 49s","6/22/2012 15:24","6/22/2012 15:38","20th & E St NW","21st & M St NW","W00919","Casual"
"0h 14m 25s","5/19/2012 14:04","5/19/2012 14:19","20th & Crystal Dr","12th & Army Navy Dr","W01211","Registered"
"0h 19m 28s","4/19/2012 12:09","4/19/2012 12:28","3rd & D St SE","New York Ave & 15th St NW","W01463","Registered"
"0h 14m 10s","6/29/2012 15:57","6/29/2012 16:11","US Dept of State / Virginia Ave & 21st St NW","C & O Canal & Wisconsin Ave NW","W01059","Registered"
"0h 3m 10s","6/20/2012 18:04","6/20/2012 18:08","17th & Corcoran St NW","Massachusetts Ave & Dupont Circle NW","W00580","Registered"
"0h 23m 7s","6/10/2012 18:20","6/10/2012 18:43","10th St & Constitution Ave NW","D St & Maryland Ave NE","W00588","Registered"
"0h 5m 4s","5/17/2012 9:20","5/17/2012 9:25","North Capitol St & F St NW","4th St & Massachusetts Ave NW","W01114","Registered"
"0h 9m 4s","5/6/2012 11:37","5/6/2012 11:46","21st & I St NW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00865","Registered"
"1h 5m 53s","4/3/2012 19:00","4/3/2012 20:06","17th & Corcoran St NW","17th & Corcoran St NW","W00135","Casual"
"1h 53m 54s","6/2/2012 9:57","6/2/2012 11:51","Columbia Rd & Belmont St NW","Jefferson Dr & 14th St SW","W00113","Casual"
"0h 16m 20s","5/15/2012 8:05","5/15/2012 8:21","Lincoln Park / 13th & East Capitol St NE ","14th & D St NW / Ronald Reagan Building","W01162","Registered"
"0h 6m 14s","5/2/2012 8:24","5/2/2012 8:30","California St & Florida Ave NW","19th & L St NW","W00485","Registered"
"0h 14m 46s","5/18/2012 15:01","5/18/2012 15:16","17th & K St NW / Farragut Square","North Capitol St & F St NW","W00719","Registered"
"0h 2m 49s","6/29/2012 11:38","6/29/2012 11:41","17th & Rhode Island Ave NW","17th & K St NW / Farragut Square","W00906","Registered"
"0h 13m 44s","6/28/2012 19:48","6/28/2012 20:02","Ward Circle / American University","Adams Mill & Columbia Rd NW","W01481","Registered"
"0h 3m 39s","4/2/2012 17:58","4/2/2012 18:01","Columbus Circle / Union Station","D St & Maryland Ave NE","W00693","Registered"
"0h 2m 33s","4/22/2012 11:57","4/22/2012 11:59","14th & D St SE","15th St & Massachusetts Ave SE","W00989","Registered"
"0h 10m 42s","6/13/2012 17:43","6/13/2012 17:54","4th & D St NW / Judiciary Square","1st & K St SE","W00028","Registered"
"0h 24m 44s","5/26/2012 17:27","5/26/2012 17:52","Kennedy Center","19th St & Constitution Ave NW","W00666","Casual"
"0h 5m 31s","6/4/2012 17:35","6/4/2012 17:41","Ballston Metro / N Stuart & 9th St N","George Mason Dr & Wilson Blvd","W00137","Registered"
"1h 6m 41s","4/8/2012 11:44","4/8/2012 12:51","10th St & Constitution Ave NW","10th St & Constitution Ave NW","W01317","Casual"
"0h 8m 58s","4/25/2012 6:58","4/25/2012 7:07","North Capitol St & F St NW","17th & K St NW / Farragut Square","W01010","Registered"
"1h 13m 5s","6/10/2012 15:21","6/10/2012 16:34","New York Ave & 15th St NW","New York Ave & 15th St NW","W00575","Registered"
"0h 5m 24s","6/1/2012 12:41","6/1/2012 12:46","17th & K St NW / Farragut Square","15th & P St NW","W00714","Registered"
"0h 10m 3s","6/20/2012 14:53","6/20/2012 15:03","19th & East Capitol St SE","D St & Maryland Ave NE","W01079","Registered"
"0h 41m 19s","5/13/2012 16:21","5/13/2012 17:02","Jefferson Memorial","North Capitol St & F St NW","W00555","Casual"
"0h 6m 37s","4/5/2012 15:11","4/5/2012 15:18","New York Ave & 15th St NW","21st & I St NW","W00604","Registered"
"0h 11m 2s","5/19/2012 17:43","5/19/2012 17:54","14th & V St NW","11th & Kenyon St NW","W00478","Casual"
"0h 17m 1s","5/19/2012 15:10","5/19/2012 15:27","Smithsonian / Jefferson Dr & 12th St SW","Maryland & Independence Ave SW","W20060","Casual"
"0h 11m 28s","6/4/2012 23:45","6/4/2012 23:57","Columbus Circle / Union Station","Potomac & Pennsylvania Ave SE","W20162","Registered"
"0h 18m 9s","4/14/2012 22:19","4/14/2012 22:37","Calvert St & Woodley Pl NW","19th St & Pennsylvania Ave NW","W01287","Casual"
"0h 10m 0s","4/11/2012 8:13","4/11/2012 8:23","Columbia Rd & Belmont St NW","Thomas Circle","W00714","Registered"
"0h 1m 58s","5/11/2012 21:08","5/11/2012 21:10","Georgetown Harbor / 30th St NW","Georgetown Harbor / 30th St NW","W00713","Registered"
"0h 15m 25s","6/7/2012 18:47","6/7/2012 19:02","14th & Harvard St NW","21st & M St NW","W00080","Registered"
"0h 2m 51s","5/29/2012 5:57","5/29/2012 6:00","12th & Army Navy Dr","18th & Bell St","W00015","Registered"
"0h 16m 39s","4/2/2012 6:57","4/2/2012 7:13","11th & Kenyon St NW","17th & Rhode Island Ave NW","W00768","Registered"
"0h 0m 33s","4/4/2012 20:11","4/4/2012 20:12","Lamont & Mt Pleasant NW","Lamont & Mt Pleasant NW","W01225","Registered"
"0h 6m 47s","6/28/2012 13:49","6/28/2012 13:56","McPherson Square - 14th & H St NW","7th & F St NW / National Portrait Gallery","W00778","Registered"
"0h 5m 49s","5/2/2012 18:42","5/2/2012 18:48","14th & Rhode Island Ave NW","8th & H St NW","W00234","Registered"
"0h 28m 24s","4/5/2012 13:12","4/5/2012 13:41","14th & Harvard St NW","19th St & Pennsylvania Ave NW","W00346","Registered"
"0h 5m 45s","6/2/2012 9:01","6/2/2012 9:07","4th St & Rhode Island Ave NE","1st & Rhode Island Ave NW","W00772","Registered"
"0h 2m 41s","6/8/2012 10:58","6/8/2012 11:01","17th & Rhode Island Ave NW","17th & K St NW [formerly 17th & L St NW]","w00223","Registered"
"0h 6m 43s","6/7/2012 21:00","6/7/2012 21:06","Lamont & Mt Pleasant NW","Adams Mill & Columbia Rd NW","W01013","Registered"
"0h 6m 8s","5/13/2012 8:54","5/13/2012 9:00","7th & R St NW / Shaw Library","15th & P St NW","W00454","Registered"
"0h 36m 11s","6/2/2012 20:10","6/2/2012 20:46","California St & Florida Ave NW","3rd & H St NE","W01215","Casual"
"0h 14m 38s","6/17/2012 21:19","6/17/2012 21:34","17th & K St NW [formerly 17th & L St NW]","1st & M St NE","W01409","Registered"
"0h 5m 1s","5/30/2012 7:05","5/30/2012 7:10","Massachusetts Ave & Dupont Circle NW","17th & K St NW [formerly 17th & L St NW]","W00458","Registered"
"0h 8m 48s","5/8/2012 21:08","5/8/2012 21:16","1st & K St SE","Potomac & Pennsylvania Ave SE","W00138","Registered"
"0h 2m 25s","6/3/2012 9:16","6/3/2012 9:18","14th & G St NW","14th & D St NW / Ronald Reagan Building","W00051","Registered"
"0h 28m 31s","5/20/2012 18:37","5/20/2012 19:05","18th St & Pennsylvania Ave NW","Metro Center / 12th & G St NW","W20138","Casual"
"0h 8m 12s","5/22/2012 17:56","5/22/2012 18:04","Columbus Circle / Union Station","13th & D St NE","W00087","Registered"
"0h 11m 16s","5/8/2012 7:51","5/8/2012 8:02","16th & Harvard St NW","18th & M St NW","W20048","Registered"
"0h 25m 17s","5/21/2012 20:14","5/21/2012 20:39","Jefferson Dr & 14th St SW","Columbus Circle / Union Station","W00803","Casual"
"0h 14m 6s","4/20/2012 16:41","4/20/2012 16:56","Massachusetts Ave & Dupont Circle NW","10th & U St NW","W01207","Registered"
"0h 12m 56s","4/13/2012 8:10","4/13/2012 8:23","Florida Ave & R St NW","18th & M St NW","W00024","Registered"
"0h 28m 5s","5/6/2012 12:27","5/6/2012 12:55","M St & New Jersey Ave SE","15th St & Massachusetts Ave SE","W00371","Registered"
"0h 8m 53s","5/14/2012 15:55","5/14/2012 16:04","3rd & H St NE","Eastern Market / 7th & North Carolina Ave SE","W00187","Registered"
"0h 5m 30s","6/9/2012 17:57","6/9/2012 18:02","3rd & H St NE","North Capitol St & F St NW","W20061","Registered"
"0h 5m 0s","4/16/2012 9:57","4/16/2012 10:02","5th St & K St NW","North Capitol St & F St NW","W01391","Registered"
"0h 1m 50s","5/16/2012 11:56","5/16/2012 11:58","12th & Newton St NE","10th & Monroe St NE","W01327","Registered"
"0h 9m 3s","4/18/2012 17:55","4/18/2012 18:04","3rd & D St SE","3rd & H St NE","W01317","Registered"
"0h 12m 6s","4/29/2012 15:00","4/29/2012 15:12","Massachusetts Ave & Dupont Circle NW","McPherson Square - 14th & H St NW","W00485","Registered"
"0h 12m 53s","4/17/2012 17:29","4/17/2012 17:42","North Capitol St & F St NW","Eastern Market / 7th & North Carolina Ave SE","W20028","Registered"
"0h 16m 9s","4/12/2012 19:08","4/12/2012 19:24","M St & New Jersey Ave SE","13th St & New York Ave NW","W00805","Registered"
"0h 8m 53s","5/19/2012 14:13","5/19/2012 14:22","19th St & Constitution Ave NW","25th St & Pennsylvania Ave NW","W00805","Registered"
"0h 8m 26s","5/30/2012 6:56","5/30/2012 7:04","Columbus Circle / Union Station","USDA / 12th & Independence Ave SW","W00821","Registered"
"0h 28m 43s","5/11/2012 8:51","5/11/2012 9:19","19th St & Pennsylvania Ave NW","10th St & Constitution Ave NW","W01259","Casual"
"0h 8m 28s","6/30/2012 12:03","6/30/2012 12:12","D St & Maryland Ave NE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00617","Casual"
"0h 19m 21s","4/21/2012 16:50","4/21/2012 17:10","Georgia Ave and Fairmont St NW","11th & H St NE","W00846","Registered"
"0h 6m 12s","4/8/2012 22:25","4/8/2012 22:32","Calvert St & Woodley Pl NW","16th & Harvard St NW","W00772","Casual"
"0h 5m 30s","6/8/2012 0:50","6/8/2012 0:55","3rd & D St SE","M St & New Jersey Ave SE","W01035","Registered"
"0h 11m 22s","5/2/2012 20:42","5/2/2012 20:53","12th & Hayes St","27th & Crystal Dr","W00357","Registered"
"0h 6m 29s","5/3/2012 14:19","5/3/2012 14:25","4th St & Massachusetts Ave NW","4th St & Massachusetts Ave NW","W00515","Registered"
"0h 10m 24s","6/2/2012 15:32","6/2/2012 15:43","USDA / 12th & Independence Ave SW","14th & D St NW / Ronald Reagan Building","W00842","Casual"
"0h 5m 26s","6/8/2012 20:48","6/8/2012 20:53","Randle Circle & Minnesota Ave NE","Randle Circle & Minnesota Ave NE","W00950","Registered"
"0h 13m 55s","4/24/2012 8:11","4/24/2012 8:25","Park Rd & Holmead Pl NW","18th St & Pennsylvania Ave NW","W00292","Registered"
"0h 9m 56s","5/10/2012 8:12","5/10/2012 8:21","16th & Harvard St NW","21st & M St NW","W01104","Registered"
"0h 11m 42s","5/4/2012 17:30","5/4/2012 17:42","C & O Canal & Wisconsin Ave NW","19th St & Pennsylvania Ave NW","W00174","Registered"
"0h 29m 28s","5/22/2012 21:26","5/22/2012 21:56","15th & P St NW","7th & R St NW / Shaw Library","W00163","Registered"
"0h 21m 54s","6/25/2012 8:42","6/25/2012 9:04","34th St & Wisconsin Ave NW","13th St & New York Ave NW","W00237","Registered"
"0h 15m 27s","5/11/2012 8:46","5/11/2012 9:01","Massachusetts Ave & Dupont Circle NW","USDA / 12th & Independence Ave SW","W01125","Registered"
"0h 2m 33s","4/18/2012 9:13","4/18/2012 9:15","L'Enfant Plaza / 7th & C St SW","4th & E St SW","W01040","Registered"
"0h 25m 24s","5/23/2012 15:02","5/23/2012 15:27","10th St & Constitution Ave NW","Adams Mill & Columbia Rd NW","W01299","Registered"
"0h 25m 32s","5/7/2012 17:33","5/7/2012 17:59","4th & M St SW","13th & H St NE","W20019","Registered"
"0h 26m 8s","6/16/2012 17:35","6/16/2012 18:02","Jefferson Dr & 14th St SW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W20169","Casual"
"0h 5m 50s","6/20/2012 17:26","6/20/2012 17:32","New Hampshire Ave & T St NW [formerly 16th & U St NW]","14th & V St NW","W01224","Registered"
"1h 18m 54s","6/17/2012 18:27","6/17/2012 19:46","S Joyce & Army Navy Dr","S Joyce & Army Navy Dr","W01338","Registered"
"0h 4m 47s","4/14/2012 19:27","4/14/2012 19:32","Massachusetts Ave & Dupont Circle NW","15th & P St NW","W20177","Registered"
"0h 47m 32s","4/15/2012 20:01","4/15/2012 20:49","Thomas Circle","4th & M St SW","W00695","Casual"
"0h 20m 38s","4/19/2012 6:43","4/19/2012 7:04","Adams Mill & Columbia Rd NW","North Capitol St & F St NW","W01333","Registered"
"0h 37m 18s","5/23/2012 8:46","5/23/2012 9:24","North Capitol St & F St NW","36th & Calvert St NW / Glover Park","W00139","Registered"
"0h 21m 14s","5/13/2012 14:59","5/13/2012 15:20","Jefferson Dr & 14th St SW","3rd & D St SE","W20145","Casual"
"0h 8m 5s","6/26/2012 13:08","6/26/2012 13:16","New York Ave & 15th St NW","21st & M St NW","W00931","Registered"
"0h 4m 2s","6/27/2012 13:37","6/27/2012 13:41","14th & Harvard St NW","Park Rd & Holmead Pl NW","W01292","Registered"
"0h 12m 51s","6/18/2012 12:38","6/18/2012 12:51","1st & M St NE","13th St & New York Ave NW","W00723","Registered"
"0h 8m 7s","4/3/2012 18:55","4/3/2012 19:03","13th St & New York Ave NW","US Dept of State / Virginia Ave & 21st St NW","W01250","Registered"
"0h 13m 51s","4/20/2012 10:42","4/20/2012 10:56","Columbus Circle / Union Station","USDA / 12th & Independence Ave SW","W00775","Registered"
"0h 7m 22s","6/22/2012 8:42","6/22/2012 8:49","21st & M St NW","New York Ave & 15th St NW","W00374","Registered"
"0h 43m 27s","4/10/2012 16:55","4/10/2012 17:39","Connecticut Ave & Newark St NW / Cleveland Park","17th & K St NW / Farragut Square","W00227","Registered"
"0h 10m 36s","6/2/2012 15:31","6/2/2012 15:42","14th & V St NW","Park Rd & Holmead Pl NW","W00119","Registered"
"0h 8m 6s","4/27/2012 8:21","4/27/2012 8:29","14th & Harvard St NW","Thomas Circle","W01052","Registered"
"0h 9m 16s","6/5/2012 16:01","6/5/2012 16:10","USDA / 12th & Independence Ave SW","Columbus Circle / Union Station","W20091","Registered"
