"Duration","Start.date","Start.Station","End.date","End.Station","Bike.","Member.Type"
"0h 10m 29s","3/28/2014 7:26","N Quincy St & Wilson Blvd","3/28/2014 7:36","15th & N Scott St","W21486","Registered"
"0h 11m 52s","1/31/2014 8:27","Rhode Island Ave & V St NE","1/31/2014 8:38","14th & R St NW","W00245","Registered"
"0h 25m 4s","1/14/2014 23:20","California St & Florida Ave NW","1/14/2014 23:45","14th St & Colorado Ave NW","W20922","Registered"
"0h 7m 25s","1/25/2014 23:36","11th & K St NW","1/25/2014 23:43","14th & Rhode Island Ave NW","W00149","Registered"
"0h 33m 0s","1/20/2014 14:51","14th & D St NW / Ronald Reagan Building","1/20/2014 15:24","10th St & Constitution Ave NW","W00632","Casual"
"0h 2m 58s","3/28/2014 16:28","3rd & H St NE","3/28/2014 16:31","Columbus Circle / Union Station","W21146","Registered"
"0h 16m 30s","3/26/2014 16:48","20th & L St NW","3/26/2014 17:05","3rd & H St NE","W21545","Registered"
"0h 6m 9s","1/22/2014 17:12","Columbia Rd & Georgia Ave NW","1/22/2014 17:18","7th & R St NW / Shaw Library","W01178","Registered"
"0h 46m 55s","3/11/2014 15:44","6th St & Indiana Ave NW","3/11/2014 16:31","Lincoln Memorial","W01272","Casual"
"0h 13m 39s","3/14/2014 18:28","New Hampshire Ave & T St NW","3/14/2014 18:41","11th & K St NW","W21010","Casual"
"0h 2m 7s","2/2/2014 15:03","3000 Connecticut Ave NW / National Zoo","2/2/2014 15:05","Connecticut Ave & Newark St NW / Cleveland Park","W00909","Registered"
"0h 15m 45s","3/18/2014 8:13","1st & Rhode Island Ave NW","3/18/2014 8:28","21st & I St NW","w00765","Registered"
"0h 5m 10s","2/27/2014 13:49","5th & K St NW","2/27/2014 13:54","13th St & New York Ave NW","W21375","Registered"
"0h 8m 45s","1/24/2014 14:29","4th St & Rhode Island Ave NE","1/24/2014 14:38","1st & M St NE","W21569","Registered"
"0h 12m 22s","3/10/2014 17:47","Thomas Circle","3/10/2014 17:59","Rhode Island Ave & V St NE","W21490","Registered"
"0h 7m 55s","3/7/2014 23:48","Potomac & Pennsylvania Ave SE","3/7/2014 23:56","M St & New Jersey Ave SE","W01069","Registered"
"0h 8m 53s","2/6/2014 20:03","21st & I St NW","2/6/2014 20:12","Wisconsin Ave & O St NW","W00083","Registered"
"0h 7m 37s","3/28/2014 10:12","17th & Corcoran St NW","3/28/2014 10:19","17th & K St NW / Farragut Square","W20168","Registered"
"0h 5m 1s","1/20/2014 13:51","15th & K St NW","1/20/2014 13:56","8th & H St NW","W20325","Registered"
"0h 4m 53s","2/25/2014 8:56","14th & V St NW","2/25/2014 9:01","Thomas Circle","W20898","Registered"
"0h 20m 52s","3/7/2014 19:32","15th & K St NW","3/7/2014 19:53","D St & Maryland Ave NE","W20431","Registered"
"0h 19m 27s","3/8/2014 20:04","21st St & Constitution Ave NW","3/8/2014 20:23","M St & Pennsylvania Ave NW","W01500","Casual"
"0h 19m 23s","1/14/2014 8:26","Lamont & Mt Pleasant NW","1/14/2014 8:46","18th St & Pennsylvania Ave NW","W00679","Registered"
"0h 4m 41s","2/25/2014 19:19","22nd & I St NW / Foggy Bottom","2/25/2014 19:24","19th & K St NW","W21424","Registered"
"0h 14m 8s","1/15/2014 16:27","15th & K St NW","1/15/2014 16:41","7th & T St NW","W20749","Registered"
"0h 11m 29s","2/19/2014 22:06","Lamont & Mt Pleasant NW","2/19/2014 22:17","3rd & Elm St NW","W00082","Registered"
"0h 1m 39s","3/23/2014 20:04","7th & T St NW","3/23/2014 20:06","7th & R St NW / Shaw Library","W00249","Registered"
"0h 5m 50s","2/22/2014 12:55","16th & Harvard St NW","2/22/2014 13:00","14th & V St NW","W21650","Registered"
"0h 21m 22s","1/20/2014 0:12","Florida Ave & R St NW","1/20/2014 0:33","8th & East Capitol St NE","W21302","Registered"
"0h 4m 7s","3/20/2014 13:45","Potomac Ave & 8th St SE","3/20/2014 13:49","1st & K St SE","W00701","Registered"
"0h 11m 17s","3/8/2014 14:25","14th & V St NW","3/8/2014 14:36","5th St & Massachusetts Ave NW","W00925","Registered"
"0h 6m 13s","1/15/2014 18:36","4th & East Capitol St NE","1/15/2014 18:42","6th & H St NE","W00909","Registered"
"0h 7m 35s","2/1/2014 19:52","7th & F St NW / National Portrait Gallery","2/1/2014 19:59","Constitution Ave & 2nd St NW/DOL","W20481","Casual"
"0h 3m 13s","3/16/2014 9:49","Massachusetts Ave & Dupont Circle NW","3/16/2014 9:52","17th St & Massachusetts Ave NW","W20486","Registered"
"0h 6m 2s","1/5/2014 20:08","15th St & Massachusetts Ave SE","1/5/2014 20:14","8th & East Capitol St NE","W20629","Registered"
"0h 5m 10s","1/25/2014 11:24","4th & East Capitol St NE","1/25/2014 11:29","3rd & D St SE","W20460","Registered"
"0h 6m 48s","3/19/2014 0:41","22nd & I St NW / Foggy Bottom","3/19/2014 0:48","Wisconsin Ave & O St NW","W01457","Registered"
"0h 9m 36s","1/16/2014 7:35","1st & Rhode Island Ave NW","1/16/2014 7:45","14th & Rhode Island Ave NW","W20688","Registered"
"0h 3m 19s","2/16/2014 19:48","Lincoln Park / 13th & East Capitol St NE ","2/16/2014 19:51","Eastern Market / 7th & North Carolina Ave SE","W01249","Registered"
"0h 8m 23s","2/1/2014 13:55","13th & D St NE","2/1/2014 14:04","3rd St & Pennsylvania Ave SE","W00414","Registered"
"0h 5m 33s","3/11/2014 8:20","Columbia Rd & Georgia Ave NW","3/11/2014 8:26","7th & T St NW","W00310","Registered"
"0h 41m 38s","3/20/2014 18:18","21st St & Pennsylvania Ave NW","3/20/2014 18:59","Harvard St & Adams Mill Rd NW","W20410","Casual"
"0h 15m 4s","1/14/2014 8:17","15th St & Massachusetts Ave SE","1/14/2014 8:32","4th & M St SW","W21310","Registered"
"0h 2m 42s","1/27/2014 16:22","19th & E Street NW","1/27/2014 16:25","18th St & Pennsylvania Ave NW","W00653","Registered"
"0h 11m 59s","1/19/2014 16:41","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","1/19/2014 16:53","17th & K St NW / Farragut Square","W01448","Registered"
"0h 6m 57s","1/1/2014 0:56","5th St & Massachusetts Ave NW","1/1/2014 1:03","Thomas Circle","W20342","Registered"
"0h 7m 39s","1/17/2014 9:01","Columbus Circle / Union Station","1/17/2014 9:09","10th & E St NW","W21011","Registered"
"0h 3m 23s","3/20/2014 16:25","18th St & Wyoming Ave NW","3/20/2014 16:28","Adams Mill & Columbia Rd NW","W21229","Registered"
"0h 11m 4s","3/31/2014 16:38","Calvert St & Woodley Pl NW","3/31/2014 16:49","20th & O St NW / Dupont South","W20420","Registered"
"0h 18m 2s","3/2/2014 14:41","5th & F St NW","3/2/2014 14:59","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01048","Casual"
"0h 1m 51s","2/19/2014 19:20","18th St & Wyoming Ave NW","2/19/2014 19:22","Columbia Rd & Belmont St NW","W21483","Registered"
"0h 12m 22s","1/19/2014 15:04","20th St & Florida Ave NW","1/19/2014 15:17","21st & I St NW","W01446","Registered"
"0h 19m 59s","1/6/2014 18:06","US Dept of State / Virginia Ave & 21st St NW","1/6/2014 18:26","7th & R St NW / Shaw Library","W20559","Registered"
"0h 6m 11s","3/27/2014 21:18","16th & Harvard St NW","3/27/2014 21:24","Columbia Rd & Belmont St NW","W00170","Registered"
"0h 8m 49s","2/8/2014 12:33","Eastern Market / 7th & North Carolina Ave SE","2/8/2014 12:42","4th & East Capitol St NE","W21192","Registered"
"0h 3m 34s","3/21/2014 9:21","M St & Pennsylvania Ave NW","3/21/2014 9:25","C & O Canal & Wisconsin Ave NW","W21292","Registered"
"0h 16m 9s","3/24/2014 17:58","11th & K St NW","3/24/2014 18:14","California St & Florida Ave NW","W20509","Registered"
"0h 7m 2s","3/21/2014 8:33","8th & H St NW","3/21/2014 8:40","New York Ave & 15th St NW","W01249","Registered"
"0h 3m 8s","3/19/2014 17:06","Glebe Rd & 11th St N","3/19/2014 17:09","George Mason Dr & Wilson Blvd","W21239","Registered"
"0h 15m 24s","3/14/2014 8:35","New Jersey Ave & N St NW/Dunbar HS","3/14/2014 8:51","21st St & Pennsylvania Ave NW","W21678","Registered"
"0h 19m 6s","2/27/2014 8:35","9th & Upshur St NW","2/27/2014 8:54","Massachusetts Ave & Dupont Circle NW","W20924","Registered"
"0h 14m 38s","2/7/2014 15:30","Anacostia Ave & Benning Rd NE / River Terrace ","2/7/2014 15:44","Potomac & Pennsylvania Ave SE","W00804","Registered"
"0h 43m 17s","3/15/2014 16:18","21st & M St NW","3/15/2014 17:01","21st & M St NW","W01414","Casual"
"0h 8m 42s","3/14/2014 16:43","10th & Florida Ave NW","3/14/2014 16:52","20th St & Florida Ave NW","W20401","Registered"
"0h 8m 39s","3/31/2014 12:13","3rd & D St SE","3/31/2014 12:21","Columbus Circle / Union Station","W20260","Registered"
"0h 5m 2s","3/29/2014 10:18","15th & P St NW","3/29/2014 10:23","New Hampshire Ave & T St NW","W20673","Registered"
"0h 3m 28s","3/21/2014 20:08","Columbus Circle / Union Station","3/21/2014 20:12","3rd & H St NE","W01320","Registered"
"0h 7m 40s","2/11/2014 13:54","20th St & Florida Ave NW","2/11/2014 14:02","11th & M St NW","W01116","Registered"
"0h 8m 2s","2/1/2014 12:17","N Adams St & Lee Hwy","2/1/2014 12:25","Lynn & 19th St North","W01106","Registered"
"0h 16m 55s","3/23/2014 18:04","15th & P St NW","3/23/2014 18:21","C & O Canal & Wisconsin Ave NW","W01419","Casual"
"0h 5m 54s","2/9/2014 14:09","14th & D St SE","2/9/2014 14:15","19th & East Capitol St SE","W00348","Registered"
"0h 0m 35s","3/8/2014 14:03","11th & H St NE","3/8/2014 14:03","11th & H St NE","W20264","Registered"
"0h 9m 47s","2/23/2014 18:36","Calvert St & Woodley Pl NW","2/23/2014 18:45","25th St & Pennsylvania Ave NW","W21172","Registered"
"0h 24m 51s","1/31/2014 12:58","M St & Delaware Ave NE","1/31/2014 13:23","Park Rd & Holmead Pl NW","W00733","Registered"
"0h 11m 13s","1/2/2014 8:48","11th & K St NW","1/2/2014 8:59","20th St & Virginia Ave NW","W20798","Registered"
"0h 27m 7s","3/10/2014 6:55","Georgia & New Hampshire Ave NW","3/10/2014 7:22","37th & O St NW / Georgetown University","W20699","Registered"
"0h 9m 56s","1/27/2014 17:07","3rd & Tingey St SE","1/27/2014 17:17","4th & M St SW","W21348","Registered"
"0h 8m 9s","1/25/2014 14:22","14th & V St NW","1/25/2014 14:30","11th & M St NW","W00870","Registered"
"0h 3m 1s","2/17/2014 9:57","15th & K St NW","2/17/2014 10:00","14th & G St NW","W21501","Registered"
"0h 2m 29s","1/28/2014 18:09","3rd & G St SE","1/28/2014 18:11","1st & K St SE","W20964","Registered"
"0h 12m 35s","1/19/2014 19:20","19th & East Capitol St SE","1/19/2014 19:33","19th & East Capitol St SE","W01131","Registered"
"0h 19m 42s","3/22/2014 14:57","Tenleytown / Wisconsin Ave & Albemarle St NW","3/22/2014 15:17","Massachusetts Ave & Dupont Circle NW","W20314","Registered"
"1h 3m 58s","3/22/2014 13:16","Ballston Metro / N Stuart & 9th St N","3/22/2014 14:20","21st St & Constitution Ave NW","W20709","Casual"
"0h 5m 6s","1/9/2014 20:16","17th & K St NW","1/9/2014 20:21","12th & L St NW","W20789","Registered"
"0h 8m 40s","2/6/2014 12:38","Ballston Metro / N Stuart & 9th St N","2/6/2014 12:47","Wilson Blvd & Franklin Rd","W20502","Registered"
"0h 4m 16s","3/2/2014 14:42","13th & H St NE","3/2/2014 14:47","13th & D St NE","W00395","Registered"
"0h 6m 1s","3/1/2014 0:50","10th & U St NW","3/1/2014 0:56","California St & Florida Ave NW","W21416","Registered"
"0h 4m 16s","1/8/2014 9:41","20th & O St NW / Dupont South","1/8/2014 9:46","21st St & Pennsylvania Ave NW","W01097","Registered"
"0h 3m 37s","2/21/2014 8:52","12th & Irving St NE","2/21/2014 8:55","10th & Monroe St NE","W20844","Registered"
"0h 9m 34s","3/13/2014 17:59","20th St & Virginia Ave NW","3/13/2014 18:08","17th & K St NW","W21395","Registered"
"0h 18m 51s","2/1/2014 20:09","Georgia & New Hampshire Ave NW","2/1/2014 20:28","17th & Rhode Island Ave NW","W21063","Registered"
"0h 6m 2s","1/20/2014 15:43","15th & Euclid St  NW","1/20/2014 15:49","Park Rd & Holmead Pl NW","W20487","Registered"
"0h 9m 20s","3/12/2014 5:01","Thomas Circle","3/12/2014 5:10","C & O Canal & Wisconsin Ave NW","W21487","Registered"
"0h 4m 31s","3/4/2014 11:45","15th & Euclid St  NW","3/4/2014 11:50","Park Rd & Holmead Pl NW","W20357","Registered"
"0h 3m 0s","2/27/2014 10:58","Adams Mill & Columbia Rd NW","2/27/2014 11:01","20th St & Florida Ave NW","W01413","Registered"
"0h 10m 24s","3/10/2014 17:44","Massachusetts Ave & Dupont Circle NW","3/10/2014 17:54","14th & V St NW","W21417","Casual"
"0h 12m 20s","2/22/2014 15:06","M St & Delaware Ave NE","2/22/2014 15:18","8th & East Capitol St NE","W20424","Registered"
"0h 16m 45s","2/21/2014 18:18","25th St & Pennsylvania Ave NW","2/21/2014 18:34","Park Rd & Holmead Pl NW","W01025","Registered"
"0h 27m 16s","3/8/2014 10:15","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","3/8/2014 10:42","Lincoln Memorial","W00292","Casual"
"0h 9m 52s","1/29/2014 18:57","5th & F St NW","1/29/2014 19:07","D St & Maryland Ave NE","W01354","Registered"
"0h 34m 38s","2/18/2014 20:40","23rd & E St NW ","2/18/2014 21:15","24th & N St NW","W20228","Registered"
"0h 14m 6s","3/22/2014 14:36","11th & Kenyon St NW","3/22/2014 14:50","Thomas Circle","W21574","Registered"
"0h 11m 50s","3/15/2014 20:09","14th & R St NW","3/15/2014 20:20","Eckington Pl & Q St NE","W00375","Registered"
"0h 8m 41s","2/16/2014 20:05","New Hampshire Ave & T St NW","2/16/2014 20:14","Lamont & Mt Pleasant NW","W20883","Registered"
"1h 23m 58s","3/15/2014 19:44","14th & G St NW","3/15/2014 21:08","10th St & Constitution Ave NW","W21533","Casual"
"0h 6m 58s","1/15/2014 9:01","15th & Euclid St  NW","1/15/2014 9:08","17th St & Massachusetts Ave NW","W00417","Registered"
"0h 14m 18s","1/17/2014 8:38","New Jersey Ave & R St NW","1/17/2014 8:52","21st & M St NW","W21388","Registered"
"0h 26m 36s","2/22/2014 14:27","15th St & Massachusetts Ave SE","2/22/2014 14:53","Gallaudet / 8th St & Florida Ave NE","W01116","Registered"
"0h 25m 4s","1/29/2014 18:08","Washington & Independence Ave SW/HHS","1/29/2014 18:33","14th & R St NW","W00092","Registered"
"0h 7m 59s","3/27/2014 17:42","8th & H St NW","3/27/2014 17:50","17th & K St NW / Farragut Square","W01156","Registered"
"0h 7m 54s","1/3/2014 11:55","Columbia Rd & Georgia Ave NW","1/3/2014 12:03","14th & V St NW","W21409","Registered"
"0h 6m 6s","1/19/2014 0:47","6th & H St NE","1/19/2014 0:53","4th & East Capitol St NE","W00432","Registered"
"0h 33m 0s","3/15/2014 13:34","Monroe St & Monroe Pl","3/15/2014 14:07","Monroe St & Monroe Pl","W01496","Registered"
"0h 6m 28s","1/16/2014 8:28","7th & R St NW / Shaw Library","1/16/2014 8:34","17th & K St NW","W20485","Registered"
"0h 5m 17s","1/20/2014 21:14","14th & V St NW","1/20/2014 21:19","14th & Harvard St NW","W00964","Registered"
"0h 8m 8s","1/14/2014 17:39","21st St & Constitution Ave NW","1/14/2014 17:47","17th & K St NW / Farragut Square","W21347","Registered"
"0h 6m 57s","2/5/2014 17:07","Thomas Circle","2/5/2014 17:14","11th & F St NW","W20250","Registered"
"0h 3m 12s","3/21/2014 14:53","Adams Mill & Columbia Rd NW","3/21/2014 14:56","18th St & Wyoming Ave NW","W21241","Registered"
"1h 26m 20s","3/20/2014 0:03","North Capitol St & F St NW","3/20/2014 1:30","North Capitol St & F St NW","W00473","Casual"
"0h 39m 28s","3/27/2014 20:07","15th & K St NW","3/27/2014 20:47","Lynn & 19th St North","W20645","Casual"
"0h 9m 47s","1/14/2014 22:25","Massachusetts Ave & Dupont Circle NW","1/14/2014 22:35","20th & E St NW","W00188","Registered"
"0h 8m 10s","3/29/2014 10:38","20th & E St NW","3/29/2014 10:46","Massachusetts Ave & Dupont Circle NW","W20624","Registered"
"0h 17m 19s","3/18/2014 8:12","Connecticut Ave & Newark St NW / Cleveland Park","3/18/2014 8:29","19th St & Pennsylvania Ave NW","W00837","Registered"
"0h 3m 52s","1/14/2014 8:05","George Mason Dr & Wilson Blvd","1/14/2014 8:09","Ballston Metro / N Stuart & 9th St N","W21043","Registered"
"0h 7m 25s","1/23/2014 18:37","Columbia Rd & Georgia Ave NW","1/23/2014 18:44","Park Rd & Holmead Pl NW","W00111","Registered"
"0h 12m 4s","2/20/2014 8:22","New Jersey Ave & N St NW/Dunbar HS","2/20/2014 8:34","17th & Corcoran St NW","W20912","Registered"
"0h 11m 22s","2/10/2014 8:45","Lamont & Mt Pleasant NW","2/10/2014 8:56","20th St & Florida Ave NW","W21219","Registered"
"0h 14m 38s","1/18/2014 19:36","7th & F St NW / National Portrait Gallery","1/18/2014 19:51","14th & Rhode Island Ave NW","W20034","Registered"
"0h 13m 30s","2/10/2014 17:56","North Capitol St & G Pl NE","2/10/2014 18:09","4th & M St SW","W20676","Registered"
"0h 11m 8s","1/20/2014 17:50","15th & P St NW","1/20/2014 18:01","1st & Rhode Island Ave NW","W01290","Registered"
"0h 4m 32s","3/27/2014 19:24","Fairfax Dr & Wilson Blvd","3/27/2014 19:29","Wilson Blvd & N Oakland St","W20641","Registered"
"0h 29m 38s","1/18/2014 9:37","21st & M St NW","1/18/2014 10:06","37th & O St NW / Georgetown University","W01147","Casual"
"0h 10m 57s","3/12/2014 18:10","14th & R St NW","3/12/2014 18:21","8th & H St NW","W21476","Registered"
"0h 24m 31s","2/18/2014 18:10","Smithsonian / Jefferson Dr & 12th St SW","2/18/2014 18:34","Columbus Circle / Union Station","W20753","Casual"
"0h 4m 17s","1/8/2014 8:23","Connecticut & Nebraska Ave NW","1/8/2014 8:27","Van Ness Metro / UDC","W21266","Registered"
"0h 6m 25s","1/23/2014 22:34","Massachusetts Ave & Dupont Circle NW","1/23/2014 22:40","25th St & Pennsylvania Ave NW","W00130","Registered"
"0h 6m 26s","3/14/2014 22:39","14th & Belmont St NW","3/14/2014 22:46","Adams Mill & Columbia Rd NW","W20655","Registered"
"0h 2m 26s","3/18/2014 18:25","17th St & Massachusetts Ave NW","3/18/2014 18:27","17th & Corcoran St NW","W20778","Registered"
"0h 57m 1s","2/17/2014 17:49","Maryland & Independence Ave SW","2/17/2014 18:46","Lincoln Memorial","W20464","Casual"
"0h 5m 17s","3/15/2014 10:38","Wilson Blvd & N Oakland St","3/15/2014 10:43","Barton St & 10th St N","W21576","Registered"
"0h 23m 14s","3/8/2014 16:26","25th St & Pennsylvania Ave NW","3/8/2014 16:50","7th & T St NW","W20856","Registered"
"0h 8m 24s","3/14/2014 12:47","5th & K St NW","3/14/2014 12:55","1st & Rhode Island Ave NW","W00420","Registered"
"0h 7m 24s","1/26/2014 16:43","11th & Kenyon St NW","1/26/2014 16:51","18th St & Wyoming Ave NW","W00401","Registered"
"0h 4m 38s","1/27/2014 7:45","14th & R St NW","1/27/2014 7:50","17th St & Massachusetts Ave NW","W01115","Registered"
"0h 9m 5s","2/17/2014 23:35","New Hampshire Ave & T St NW","2/17/2014 23:44","Calvert & Biltmore St NW","W21400","Registered"
"0h 10m 12s","3/20/2014 18:19","Calvert St & Woodley Pl NW","3/20/2014 18:30","13th & U St NW","W01247","Registered"
"0h 19m 46s","3/18/2014 18:02","C & O Canal & Wisconsin Ave NW","3/18/2014 18:22","10th & U St NW","W21092","Registered"
"0h 4m 45s","1/26/2014 17:43","11th & H St NE","1/26/2014 17:48","3rd & H St NE","W00427","Registered"
"0h 5m 48s","2/11/2014 19:34","New Hampshire Ave & T St NW","2/11/2014 19:39","17th & Rhode Island Ave NW","W21470","Registered"
"0h 8m 10s","3/18/2014 7:50","1st & M St NE","3/18/2014 7:58","North Capitol St & F St NW","W20658","Registered"
"0h 16m 54s","1/9/2014 17:29","Jefferson Dr & 14th St SW","1/9/2014 17:46","21st & I St NW","W21349","Casual"
"0h 7m 40s","3/13/2014 13:05","6th St & Indiana Ave NW","3/13/2014 13:13","Columbus Circle / Union Station","W20296","Registered"
"0h 9m 18s","2/17/2014 15:19","10th & U St NW","2/17/2014 15:28","Massachusetts Ave & Dupont Circle NW","W20552","Registered"
"0h 12m 41s","2/15/2014 23:13","11th & K St NW","2/15/2014 23:25","18th & M St NW","W20377","Registered"
"0h 15m 17s","3/24/2014 15:42","14th & G St NW","3/24/2014 15:58","16th & Harvard St NW","W20710","Registered"
"0h 4m 11s","1/12/2014 4:10","16th & Harvard St NW","1/12/2014 4:14","Park Rd & Holmead Pl NW","W00760","Registered"
"0h 10m 50s","3/15/2014 0:32","M St & Pennsylvania Ave NW","3/15/2014 0:43","Lynn & 19th St North","W00170","Registered"
"0h 9m 50s","2/2/2014 12:24","Metro Center / 12th & G St NW","2/2/2014 12:34","17th St & Massachusetts Ave NW","W21258","Registered"
"0h 0m 3s","3/17/2014 17:10","N Quincy St & Wilson Blvd","3/17/2014 17:10","N Quincy St & Wilson Blvd","W21480","Registered"
"0h 4m 25s","2/2/2014 16:12","15th & P St NW","2/2/2014 16:17","17th & Rhode Island Ave NW","W00534","Registered"
"0h 6m 36s","2/5/2014 8:59","6th St & Indiana Ave NW","2/5/2014 9:05","North Capitol St & F St NW","W20382","Registered"
"0h 4m 54s","1/11/2014 18:07","Lincoln Park / 13th & East Capitol St NE ","1/11/2014 18:12","14th & D St SE","W01208","Registered"
"0h 3m 6s","3/18/2014 9:05","Crystal City Metro / 18th & Bell St","3/18/2014 9:09","26th & S Clark St","W20041","Registered"
