"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 9min. 53sec.","10/10/2010 6:17","10/10/2010 6:26","Lamont & Mt Pleasant NW (31107)","18th & M St NW (31221)","W00747","Casual"
"0h 4min. 26sec.","11/6/2010 18:52","11/6/2010 18:56","21st & M St NW (31212)","21st & I St NW (31205)","W00998","Registered"
"0h 18min. 47sec.","11/19/2010 17:49","11/19/2010 18:08","20th & E St NW (31204)","5th & F St NW (31620)","W00062","Registered"
"0h 19min. 53sec.","12/13/2010 19:13","12/13/2010 19:33","L'Enfant Plaza / 7th & C St SW (31218)","16th & U St NW (31229)","W01071","Registered"
"0h 12min. 53sec.","10/2/2010 11:13","10/2/2010 11:26","14th & Rhode Island Ave NW (31203)","15th & P St NW (31201)","W00122","Registered"
"0h 5min. 30sec.","11/15/2010 9:06","11/15/2010 9:11","20th St & Florida Ave NW (31110)","14th & R St NW (31202)","W00511","Registered"
"0h 11min. 20sec.","12/4/2010 13:23","12/4/2010 13:34","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","4th & M St SW (31108)","W00894","Registered"
"0h 16min. 16sec.","12/19/2010 18:47","12/19/2010 19:03","5th & F St NW (31620)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00224","Casual"
"0h 2min. 23sec.","12/31/2010 16:14","12/31/2010 16:16","North Capitol St & F St NW (31624)","North Capitol St & F St NW (31624)","W00518","Registered"
"0h 3min. 36sec.","12/30/2010 16:49","12/30/2010 16:53","20th St & Florida Ave NW (31110)","Massachusetts Ave & Dupont Circle NW (31200)","W00694","Registered"
"0h 6min. 10sec.","12/8/2010 18:42","12/8/2010 18:48","19th St & Pennsylvania Ave NW (31100)","14th & G St NW (31238)","W00831","Registered"
"0h 10min. 30sec.","11/17/2010 17:14","11/17/2010 17:25","19th & L St NW (31224)","C & O Canal & Wisconsin Ave NW (31225)","W00979","Registered"
"0h 13min. 2sec.","11/11/2010 13:53","11/11/2010 14:06","Massachusetts Ave & Dupont Circle NW (31200)","17th & K St NW [formerly 17th & L St NW] (31213)","W00332","Registered"
"0h 7min. 13sec.","12/2/2010 10:13","12/2/2010 10:20","17th & Corcoran St NW (31214)","18th & M St NW (31221)","W01026","Registered"
"0h 12min. 10sec.","12/23/2010 9:30","12/23/2010 9:43","16th & Harvard St NW (31103)","19th St & Pennsylvania Ave NW (31100)","W01018","Registered"
"0h 12min. 10sec.","10/23/2010 17:44","10/23/2010 17:56","Convention Center / 7th & M St NW (31223)","14th & V St NW (31101)","W00821","Casual"
"0h 41min. 25sec.","11/14/2010 16:09","11/14/2010 16:51","19th St & Constitution Ave NW (31235)","19th St & Constitution Ave NW (31235)","W00259","Casual"
"0h 19min. 23sec.","10/7/2010 23:26","10/7/2010 23:45","16th & Harvard St NW (31103)","20th St & Florida Ave NW (31110)","W00975","Casual"
"0h 17min. 36sec.","12/2/2010 10:34","12/2/2010 10:52","13th St & New York Ave NW (31227)","16th & Harvard St NW (31103)","W00186","Registered"
"0h 4min. 29sec.","12/8/2010 18:16","12/8/2010 18:21","27th & Crystal Dr (31009)","18th & Bell St (31007)","W00717","Registered"
"0h 14min. 25sec.","10/31/2010 20:35","10/31/2010 20:50","20th St & Florida Ave NW (31110)","Georgetown Harbor / 30th St NW (31215)","W00734","Casual"
"0h 13min. 28sec.","10/23/2010 17:44","10/23/2010 17:57","17th & K St NW [formerly 17th & L St NW] (31213)","4th St & Massachusetts Ave NW (31604)","W00923","Registered"
"0h 21min. 8sec.","11/18/2010 21:18","11/18/2010 21:39","Wisconsin Ave & Macomb St NW (31302)","Calvert St & Woodley Pl NW (31106)","W00444","Casual"
"0h 42min. 33sec.","11/12/2010 10:00","11/12/2010 10:43","19th St & Constitution Ave NW (31235)","5th St & K St NW (31600)","W00414","Casual"
"0h 9min. 2sec.","11/8/2010 18:11","11/8/2010 18:20","North Capitol St & F St NW (31624)","13th & H St NE (31611)","W00270","Registered"
"0h 4min. 31sec.","10/26/2010 19:26","10/26/2010 19:30","Calvert St & Woodley Pl NW (31106)","16th & Harvard St NW (31103)","W00285","Registered"
"0h 10min. 48sec.","12/4/2010 15:52","12/4/2010 16:03","4th & East Capitol St NE (31618)","5th & F St NW (31620)","W00514","Registered"
"0h 19min. 31sec.","11/5/2010 19:50","11/5/2010 20:10","C & O Canal & Wisconsin Ave NW (31225)","14th & Harvard St NW (31105)","W00748","Registered"
"0h 16min. 23sec.","11/12/2010 8:40","11/12/2010 8:57","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","8th & H St NW (31228)","W00560","Registered"
"0h 8min. 51sec.","10/31/2010 16:48","10/31/2010 16:57","McPherson Square - 14th & H St NW (31216)","4th St & Massachusetts Ave NW (31604)","W00564","Registered"
"0h 6min. 22sec.","12/1/2010 17:58","12/1/2010 18:04","Adams Mill & Columbia Rd NW (31104)","Adams Mill & Columbia Rd NW (31104)","W00701","Registered"
"0h 18min. 38sec.","12/30/2010 16:02","12/30/2010 16:21","5th & F St NW (31620)","18th & M St NW (31221)","W00973","Registered"
"0h 2min. 37sec.","12/28/2010 11:15","12/28/2010 11:17","S Joyce & Army Navy Dr (31006)","15th & Hayes St (31005)","W00549","Registered"
"0h 21min. 51sec.","10/11/2010 12:56","10/11/2010 13:17","USDA / 12th & Independence Ave SW (31217)","5th St & K St NW (31600)","W00356","Registered"
"0h 3min. 41sec.","12/21/2010 12:25","12/21/2010 12:29","19th St & Pennsylvania Ave NW (31100)","18th & M St NW (31221)","W00768","Registered"
"0h 10min. 24sec.","12/4/2010 12:33","12/4/2010 12:44","19th & East Capitol St SE (31601)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00409","Registered"
"0h 20min. 17sec.","12/15/2010 7:39","12/15/2010 7:59","18th & Bell St (31007)","USDA / 12th & Independence Ave SW (31217)","W00756","Registered"
"1h 20min. 32sec.","12/3/2010 15:16","12/3/2010 16:37","20th & E St NW (31204)","20th & E St NW (31204)","W00094","Casual"
"0h 11min. 6sec.","11/25/2010 10:39","11/25/2010 10:50","Columbus Circle / Union Station (31623)","4th St & Massachusetts Ave NW (31604)","W00169","Registered"
"0h 7min. 45sec.","11/9/2010 18:54","11/9/2010 19:02","Calvert St & Woodley Pl NW (31106)","Lamont & Mt Pleasant NW (31107)","W00963","Registered"
"0h 14min. 14sec.","12/2/2010 8:50","12/2/2010 9:04","14th & V St NW (31101)","25th St & Pennsylvania Ave NW (31237)","W00039","Registered"
"0h 2min. 34sec.","12/30/2010 6:04","12/30/2010 6:06","21st & I St NW (31205)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00408","Registered"
"0h 19min. 5sec.","10/16/2010 16:19","10/16/2010 16:38","21st & I St NW (31205)","USDA / 12th & Independence Ave SW (31217)","W00728","Registered"
"0h 5min. 53sec.","11/20/2010 16:51","11/20/2010 16:57","Calvert St & Woodley Pl NW (31106)","Massachusetts Ave & Dupont Circle NW (31200)","W00107","Registered"
"0h 3min. 42sec.","12/12/2010 2:25","12/12/2010 2:29","18th & Bell St (31007)","23rd & Eads (31013)","W00642","Registered"
"0h 7min. 57sec.","12/29/2010 8:47","12/29/2010 8:55","14th & V St NW (31101)","17th & K St NW [formerly 17th & L St NW] (31213)","W01062","Registered"
"0h 8min. 5sec.","11/18/2010 12:49","11/18/2010 12:57","17th & Corcoran St NW (31214)","14th & V St NW (31101)","W01120","Casual"
"0h 11min. 0sec.","11/9/2010 9:58","11/9/2010 10:09","13th St & New York Ave NW (31227)","21st & I St NW (31205)","W00656","Registered"
"0h 16min. 17sec.","11/6/2010 11:45","11/6/2010 12:01","Lincoln Park / 13th & East Capitol St NE  (31619)","L'Enfant Plaza / 7th & C St SW (31218)","W00137","Registered"
"0h 16min. 5sec.","10/8/2010 14:40","10/8/2010 14:56","L'Enfant Plaza / 7th & C St SW (31218)","L'Enfant Plaza / 7th & C St SW (31218)","W00968","Registered"
"0h 22min. 39sec.","11/13/2010 17:01","11/13/2010 17:23","10th St & Constitution Ave NW (31219)","3rd & D St SE (31605)","W00138","Casual"
"0h 4min. 17sec.","10/11/2010 14:04","10/11/2010 14:08","19th St & Pennsylvania Ave NW (31100)","21st & M St NW (31212)","W00194","Registered"
"0h 7min. 8sec.","12/7/2010 17:49","12/7/2010 17:56","19th St & Pennsylvania Ave NW (31100)","13th St & New York Ave NW (31227)","W00215","Registered"
"0h 16min. 24sec.","11/19/2010 23:40","11/19/2010 23:57","Massachusetts Ave & Dupont Circle NW (31200)","Park Rd & Holmead Pl NW (31602)","W00926","Registered"
"0h 17min. 31sec.","11/12/2010 11:01","11/12/2010 11:18","14th St & Spring Rd NW (31401)","19th St & Pennsylvania Ave NW (31100)","W00474","Registered"
"0h 10min. 17sec.","12/20/2010 8:50","12/20/2010 9:00","16th & Harvard St NW (31103)","17th & K St NW [formerly 17th & L St NW] (31213)","W01037","Registered"
"0h 28min. 53sec.","11/27/2010 12:22","11/27/2010 12:51","20th St & Florida Ave NW (31110)","USDA / 12th & Independence Ave SW (31217)","W00220","Casual"
"0h 9min. 2sec.","12/22/2010 18:28","12/22/2010 18:37","19th St & Pennsylvania Ave NW (31100)","17th & Corcoran St NW (31214)","W00615","Registered"
"0h 5min. 29sec.","9/20/2010 14:18","9/20/2010 14:24","19th St & Pennsylvania Ave NW (31100)","19th & E Street NW (31206)","W00868","Registered"
"0h 16min. 25sec.","12/17/2010 18:20","12/17/2010 18:36","37th & O St NW / Georgetown University (31236)","16th & U St NW (31229)","W00936","Registered"
"0h 30min. 29sec.","10/31/2010 11:47","10/31/2010 12:17","USDA / 12th & Independence Ave SW (31217)","5th & F St NW (31620)","W00017","Casual"
"0h 8min. 42sec.","12/6/2010 16:18","12/6/2010 16:26","L'Enfant Plaza / 7th & C St SW (31218)","4th & M St SW (31108)","W00883","Registered"
"0h 12min. 14sec.","10/6/2010 16:02","10/6/2010 16:14","Massachusetts Ave & Dupont Circle NW (31200)","Park Rd & Holmead Pl NW (31602)","W00377","Registered"
"0h 0min. 7sec.","9/29/2010 11:25","9/29/2010 11:25","19th & E Street NW (31206)","19th & E Street NW (31206)","W00777","Registered"
"0h 7min. 31sec.","12/5/2010 10:55","12/5/2010 11:03","14th & Harvard St NW (31105)","14th & Rhode Island Ave NW (31203)","W00535","Registered"
"0h 4min. 50sec.","12/22/2010 19:06","12/22/2010 19:11","Park Rd & Holmead Pl NW (31602)","14th & Harvard St NW (31105)","W00719","Registered"
"0h 3min. 44sec.","11/21/2010 11:10","11/21/2010 11:14","Park Rd & Holmead Pl NW (31602)","11th & Kenyon St NW (31102)","W01012","Casual"
"0h 7min. 39sec.","12/18/2010 10:46","12/18/2010 10:54","14th & Rhode Island Ave NW (31203)","McPherson Square - 14th & H St NW (31216)","W01075","Registered"
"0h 50min. 55sec.","11/9/2010 16:18","11/9/2010 17:08","Florida Ave & R St NW (31503)","Van Ness Metro / UDC (31300)","W00446","Registered"
"0h 7min. 47sec.","12/22/2010 19:29","12/22/2010 19:36","21st & M St NW (31212)","Massachusetts Ave & Dupont Circle NW (31200)","W00637","Registered"
"0h 11min. 33sec.","11/12/2010 18:26","11/12/2010 18:38","20th St & Florida Ave NW (31110)","Florida Ave & R St NW (31503)","W00449","Registered"
"0h 4min. 50sec.","11/23/2010 22:50","11/23/2010 22:55","14th & Rhode Island Ave NW (31203)","Massachusetts Ave & Dupont Circle NW (31200)","W00906","Registered"
"0h 11min. 44sec.","12/4/2010 17:53","12/4/2010 18:05","10th St & Constitution Ave NW (31219)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00385","Casual"
"0h 4min. 22sec.","11/10/2010 18:25","11/10/2010 18:30","Adams Mill & Columbia Rd NW (31104)","20th St & Florida Ave NW (31110)","W00879","Registered"
"0h 26min. 21sec.","11/11/2010 10:03","11/11/2010 10:30","Georgia Ave and Fairmont St NW (31207)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00816","Registered"
"0h 7min. 4sec.","12/3/2010 18:55","12/3/2010 19:02","13th & D St NE (31622)","Columbus Circle / Union Station (31623)","W00903","Registered"
"0h 10min. 17sec.","11/10/2010 16:54","11/10/2010 17:04","North Capitol St & F St NW (31624)","4th & M St SW (31108)","W00158","Registered"
"0h 5min. 34sec.","11/24/2010 14:35","11/24/2010 14:41","Massachusetts Ave & Dupont Circle NW (31200)","15th & P St NW (31201)","W01003","Registered"
"0h 6min. 47sec.","11/15/2010 12:52","11/15/2010 12:58","4th & M St SW (31108)","L'Enfant Plaza / 7th & C St SW (31218)","W00652","Registered"
"0h 14min. 33sec.","10/14/2010 21:12","10/14/2010 21:27","3rd & D St SE (31605)","Potomac & Pennsylvania Ave SE (31606)","W00720","Registered"
"0h 5min. 16sec.","11/21/2010 18:06","11/21/2010 18:11","14th & Rhode Island Ave NW (31203)","14th & V St NW (31101)","W00472","Registered"
"0h 6min. 7sec.","10/23/2010 18:43","10/23/2010 18:49","16th & Harvard St NW (31103)","Calvert St & Woodley Pl NW (31106)","W00475","Registered"
"0h 5min. 17sec.","11/22/2010 18:50","11/22/2010 18:55","18th & Bell St (31007)","27th & Crystal Dr (31009)","W00354","Registered"
"1h 55min. 35sec.","12/31/2010 13:55","12/31/2010 15:50","Harvard St & Adams Mill Rd NW (31112)","15th & P St NW (31201)","W00402","Casual"
"0h 9min. 22sec.","12/20/2010 6:29","12/20/2010 6:38","Columbus Circle / Union Station (31623)","M St & New Jersey Ave SE (31208)","W00128","Registered"
"0h 17min. 13sec.","12/11/2010 19:14","12/11/2010 19:32","17th & K St NW [formerly 17th & L St NW] (31213)","20th St & Florida Ave NW (31110)","W00110","Registered"
"0h 59min. 19sec.","11/14/2010 10:30","11/14/2010 11:29","15th & Hayes St (31005)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00563","Casual"
"0h 2min. 47sec.","11/14/2010 22:05","11/14/2010 22:07","Park Rd & Holmead Pl NW (31602)","11th & Kenyon St NW (31102)","W00775","Registered"
"0h 18min. 58sec.","12/10/2010 17:18","12/10/2010 17:37","USDA / 12th & Independence Ave SW (31217)","Massachusetts Ave & Dupont Circle NW (31200)","W00665","Registered"
"0h 8min. 23sec.","10/11/2010 18:51","10/11/2010 19:00","17th & Corcoran St NW (31214)","14th & V St NW (31101)","W00446","Registered"
"0h 6min. 37sec.","11/13/2010 19:45","11/13/2010 19:52","Lincoln Park / 13th & East Capitol St NE  (31619)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W01039","Registered"
"0h 11min. 2sec.","10/14/2010 2:50","10/14/2010 3:01","14th St & Spring Rd NW (31401)","Massachusetts Ave & Dupont Circle NW (31200)","W01023","Registered"
"0h 12min. 39sec.","12/8/2010 18:01","12/8/2010 18:14","5th St & K St NW (31600)","14th & R St NW (31202)","W00586","Casual"
"0h 7min. 41sec.","12/1/2010 18:35","12/1/2010 18:43","21st & I St NW (31205)","17th & Corcoran St NW (31214)","W00341","Registered"
"0h 41min. 48sec.","12/15/2010 9:09","12/15/2010 9:51","3rd & D St SE (31605)","L'Enfant Plaza / 7th & C St SW (31218)","W01025","Casual"
"0h 20min. 50sec.","12/19/2010 9:15","12/19/2010 9:36","Georgetown Harbor / 30th St NW (31215)","15th & P St NW (31201)","W00945","Registered"
"0h 14min. 10sec.","10/15/2010 1:13","10/15/2010 1:27","18th & M St NW (31221)","Florida Ave & R St NW (31503)","W00637","Registered"
"0h 7min. 50sec.","9/28/2010 17:18","9/28/2010 17:26","Massachusetts Ave & Dupont Circle NW (31200)","15th & P St NW (31201)","W00742","Registered"
"0h 9min. 22sec.","11/21/2010 18:33","11/21/2010 18:42","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Adams Mill & Columbia Rd NW (31104)","W01069","Registered"
"0h 8min. 15sec.","11/22/2010 19:41","11/22/2010 19:49","Massachusetts Ave & Dupont Circle NW (31200)","14th & R St NW (31202)","W00756","Registered"
"0h 13min. 12sec.","12/21/2010 10:55","12/21/2010 11:09","5th & F St NW (31620)","19th St & Pennsylvania Ave NW (31100)","W00768","Registered"
"0h 11min. 54sec.","11/28/2010 23:23","11/28/2010 23:34","17th & Corcoran St NW (31214)","25th St & Pennsylvania Ave NW (31237)","W00181","Registered"
"0h 31min. 18sec.","10/25/2010 9:16","10/25/2010 9:48","17th & Corcoran St NW (31214)","12th & Army Navy Dr (31008)","W00856","Registered"
"1h 29min. 51sec.","11/6/2010 11:17","11/6/2010 12:47","C & O Canal & Wisconsin Ave NW (31225)","Georgetown Harbor / 30th St NW (31215)","W01034","Casual"
"0h 12min. 24sec.","10/29/2010 15:58","10/29/2010 16:10","3rd & H St NE (31616)","8th & Eye St SE / Barracks Row (31608)","W00852","Registered"
"0h 27min. 51sec.","11/2/2010 14:08","11/2/2010 14:36","New York Ave & 15th St NW (31222)","1st & N ST SE (31209)","W00825","Casual"
"0h 23min. 47sec.","9/24/2010 12:50","9/24/2010 13:14","17th & Corcoran St NW (31214)","5th St & K St NW (31600)","? (0x0D11CC6B)","Registered"
"0h 6min. 50sec.","12/5/2010 10:51","12/5/2010 10:58","M St & New Jersey Ave SE (31208)","3rd & D St SE (31605)","W00816","Registered"
"0h 8min. 20sec.","12/7/2010 11:48","12/7/2010 11:56","10th & U St NW (31111)","Convention Center / 7th & M St NW (31223)","W00468","Registered"
"0h 18min. 54sec.","10/22/2010 17:19","10/22/2010 17:38","5th & F St NW (31620)","3rd & D St SE (31605)","W01056","Registered"
"0h 10min. 56sec.","11/13/2010 12:04","11/13/2010 12:15","Columbus Circle / Union Station (31623)","Eastern Market / 7th & North Carolina Ave SE (31610)","W01075","Registered"
"0h 11min. 32sec.","10/7/2010 19:01","10/7/2010 19:12","14th & V St NW (31101)","Park Rd & Holmead Pl NW (31602)","W00878","Registered"
"1h 31min. 24sec.","9/25/2010 14:26","9/25/2010 15:57","15th & P St NW (31201)","5th St & K St NW (31600)","W00905","Casual"
"0h 30min. 27sec.","10/30/2010 16:11","10/30/2010 16:42","15th & P St NW (31201)","7th & T St NW (31109)","W01063","Registered"
"0h 5min. 3sec.","12/21/2010 22:20","12/21/2010 22:25","11th & Kenyon St NW (31102)","Georgia & New Hampshire Ave NW (31400)","W00339","Registered"
"0h 10min. 12sec.","11/1/2010 18:16","11/1/2010 18:26","Convention Center / 7th & M St NW (31223)","Columbus Circle / Union Station (31623)","W00092","Registered"
"0h 14min. 10sec.","11/23/2010 8:06","11/23/2010 8:20","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","North Capitol St & F St NW (31624)","W00675","Registered"
"0h 10min. 23sec.","11/15/2010 14:06","11/15/2010 14:16","17th & Corcoran St NW (31214)","Adams Mill & Columbia Rd NW (31104)","W01082","Registered"
"0h 13min. 47sec.","10/12/2010 19:06","10/12/2010 19:20","S Joyce & Army Navy Dr (31006)","23rd & Crystal Dr (31011)","W00678","Registered"
"0h 17min. 34sec.","12/17/2010 2:10","12/17/2010 2:28","Massachusetts Ave & Dupont Circle NW (31200)","Lamont & Mt Pleasant NW (31107)","W00308","Casual"
"0h 3min. 50sec.","10/15/2010 11:35","10/15/2010 11:39","18th & Bell St (31007)","23rd & Crystal Dr (31011)","W00400","Registered"
"0h 8min. 16sec.","11/13/2010 1:46","11/13/2010 1:55","Lamont & Mt Pleasant NW (31107)","14th St & Spring Rd NW (31401)","W00809","Casual"
"0h 13min. 36sec.","11/20/2010 16:38","11/20/2010 16:51","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Adams Mill & Columbia Rd NW (31104)","W00898","Registered"
"0h 8min. 51sec.","9/28/2010 23:26","9/28/2010 23:34","10th & U St NW (31111)","Georgia & New Hampshire Ave NW (31400)","W00353","Registered"
"0h 20min. 11sec.","12/10/2010 8:53","12/10/2010 9:14","14th St & Spring Rd NW (31401)","14th & G St NW (31238)","W00628","Registered"
"0h 6min. 32sec.","10/20/2010 9:58","10/20/2010 10:04","Adams Mill & Columbia Rd NW (31104)","Lamont & Mt Pleasant NW (31107)","W01039","Registered"
"0h 16min. 11sec.","10/7/2010 21:36","10/7/2010 21:53","Van Ness Metro / UDC (31300)","21st & M St NW (31212)","W00665","Registered"
"0h 1min. 8sec.","10/17/2010 15:55","10/17/2010 15:57","14th & V St NW (31101)","14th & V St NW (31101)","W00559","Registered"
"0h 4min. 37sec.","12/21/2010 8:27","12/21/2010 8:31","20th & Bell St (31000)","27th & Crystal Dr (31009)","W00109","Registered"
"0h 10min. 20sec.","10/17/2010 14:19","10/17/2010 14:30","Massachusetts Ave & Dupont Circle NW (31200)","14th & Rhode Island Ave NW (31203)","W00092","Registered"
"0h 16min. 3sec.","12/11/2010 15:12","12/11/2010 15:28","Lamont & Mt Pleasant NW (31107)","17th & Corcoran St NW (31214)","W00322","Registered"
