"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 9min. 28sec.","6/6/2011 13:58","6/6/2011 14:07","19th St & Constitution Ave NW (31235)","10th St & Constitution Ave NW (31219)","W00134","Registered"
"0h 13min. 8sec.","4/28/2011 18:43","4/28/2011 18:56","17th & Corcoran St NW (31214)","C & O Canal & Wisconsin Ave NW (31225)","W00960","Registered"
"0h 10min. 57sec.","5/7/2011 13:31","5/7/2011 13:42","Massachusetts Ave & Dupont Circle NW (31200)","4th St & Massachusetts Ave NW (31604)","W00286","Registered"
"0h 5min. 13sec.","6/16/2011 9:53","6/16/2011 9:58","25th St & Pennsylvania Ave NW (31237)","C & O Canal & Wisconsin Ave NW (31225)","W00914","Registered"
"0h 1min. 42sec.","5/1/2011 21:20","5/1/2011 21:22","Potomac & Pennsylvania Ave SE (31606)","Potomac & Pennsylvania Ave SE (31606)","w01100","Registered"
"0h 3min. 38sec.","6/18/2011 8:30","6/18/2011 8:33","16th & U St NW (31229)","Massachusetts Ave & Dupont Circle NW (31200)","W00820","Registered"
"0h 42min. 14sec.","5/28/2011 13:45","5/28/2011 14:27","7th & T St NW (31109)","13th St & New York Ave NW (31227)","W00341","Casual"
"0h 20min. 22sec.","6/26/2011 20:59","6/26/2011 21:20","13th St & New York Ave NW (31227)","Park Rd & Holmead Pl NW (31602)","W00866","Registered"
"0h 27min. 55sec.","6/21/2011 8:35","6/21/2011 9:03","36th & Calvert St NW / Glover Park (31304)","Columbus Circle / Union Station (31623)","W00292","Registered"
"0h 22min. 21sec.","4/27/2011 20:42","4/27/2011 21:05","Columbus Circle / Union Station (31623)","14th & D St SE (31607)","W00951","Registered"
"0h 17min. 16sec.","5/7/2011 10:56","5/7/2011 11:13","McPherson Square - 14th & H St NW (31216)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00155","Registered"
"0h 5min. 40sec.","6/17/2011 11:22","6/17/2011 11:27","17th & K St NW / Farragut Square (31233)","19th & L St NW (31224)","W01120","Registered"
"0h 10min. 20sec.","5/31/2011 13:59","5/31/2011 14:10","Convention Center / 7th & M St NW (31223)","10th & U St NW (31111)","W01033","Registered"
"0h 21min. 48sec.","5/20/2011 20:10","5/20/2011 20:32","Convention Center / 7th & M St NW (31223)","19th St & Pennsylvania Ave NW (31100)","W00894","Casual"
"0h 15min. 29sec.","4/17/2011 15:21","4/17/2011 15:36","Convention Center / 7th & M St NW (31223)","20th St & Florida Ave NW (31110)","W00031","Registered"
"0h 21min. 50sec.","6/23/2011 17:24","6/23/2011 17:46","John McCormack Dr & Michigan Ave NE (31502)","Harvard St & Adams Mill Rd NW (31112)","W00532","Registered"
"0h 14min. 3sec.","5/23/2011 19:47","5/23/2011 20:01","11th & Kenyon St NW (31102)","15th & P St NW (31201)","W00690","Registered"
"0h 10min. 31sec.","5/4/2011 20:12","5/4/2011 20:23","17th & Corcoran St NW (31214)","7th & T St NW (31109)","W00371","Registered"
"0h 10min. 50sec.","4/10/2011 15:30","4/10/2011 15:40","19th St & Constitution Ave NW (31235)","C & O Canal & Wisconsin Ave NW (31225)","W00912","Registered"
"0h 1min. 39sec.","5/25/2011 18:55","5/25/2011 18:57","Ward Circle / American University (31301)","Ward Circle / American University (31301)","W00142","Registered"
"0h 8min. 19sec.","6/1/2011 16:37","6/1/2011 16:45","14th & R St NW (31202)","20th St & Florida Ave NW (31110)","W00546","Registered"
"1h 11min. 33sec.","5/2/2011 18:52","5/2/2011 20:04","14th & Harvard St NW (31105)","Massachusetts Ave & Dupont Circle NW (31200)","W00785","Casual"
"0h 4min. 49sec.","4/30/2011 9:41","4/30/2011 9:46","14th & V St NW (31101)","15th & P St NW (31201)","W00949","Registered"
"0h 27min. 31sec.","6/25/2011 12:54","6/25/2011 13:22","C & O Canal & Wisconsin Ave NW (31225)","Harvard St & Adams Mill Rd NW (31112)","W00783","Casual"
"0h 8min. 53sec.","6/30/2011 8:05","6/30/2011 8:13","15th & P St NW (31201)","McPherson Square - 14th & H St NW (31216)","W00720","Registered"
"0h 20min. 50sec.","5/19/2011 17:01","5/19/2011 17:21","17th & K St NW [formerly 17th & L St NW] (31213)","North Capitol St & F St NW (31624)","W00505","Registered"
"2h 2min. 24sec.","5/6/2011 23:49","5/7/2011 1:51","20th St & Florida Ave NW (31110)","14th & R St NW (31202)","W00673","Casual"
"0h 8min. 2sec.","5/26/2011 13:53","5/26/2011 14:01","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00520","Registered"
"0h 5min. 19sec.","4/28/2011 18:33","4/28/2011 18:38","10th & U St NW (31111)","17th & Corcoran St NW (31214)","W00065","Registered"
"0h 7min. 56sec.","4/15/2011 11:32","4/15/2011 11:40","Lincoln Park / 13th & East Capitol St NE  (31619)","North Capitol St & F St NW (31624)","W00771","Registered"
"0h 17min. 38sec.","6/23/2011 9:39","6/23/2011 9:57","34th St & Wisconsin Ave NW (31226)","17th & Corcoran St NW (31214)","W00658","Registered"
"0h 8min. 19sec.","5/31/2011 17:17","5/31/2011 17:25","Lamont & Mt Pleasant NW (31107)","16th & U St NW (31229)","W00694","Registered"
"0h 5min. 42sec.","5/5/2011 18:14","5/5/2011 18:20","17th & K St NW / Farragut Square (31233)","17th & Corcoran St NW (31214)","W00372","Registered"
"0h 9min. 48sec.","6/26/2011 18:49","6/26/2011 18:59","19th St & Constitution Ave NW (31235)","20th & E St NW (31204)","W00635","Registered"
"0h 11min. 8sec.","5/11/2011 13:56","5/11/2011 14:07","23rd & Crystal Dr (31011)","23rd & Crystal Dr (31011)","W00560","Registered"
"0h 15min. 27sec.","6/14/2011 20:30","6/14/2011 20:45","16th & U St NW (31229)","Georgia & New Hampshire Ave NW (31400)","W00198","Registered"
"1h 0min. 24sec.","4/29/2011 15:08","4/29/2011 16:08","USDA / 12th & Independence Ave SW (31217)","USDA / 12th & Independence Ave SW (31217)","W01120","Casual"
"0h 20min. 12sec.","5/6/2011 18:22","5/6/2011 18:42","37th & O St NW / Georgetown University (31236)","16th & Harvard St NW (31103)","W00911","Registered"
"0h 8min. 56sec.","5/17/2011 17:20","5/17/2011 17:29","New York Ave & 15th St NW (31222)","5th St & K St NW (31600)","W00643","Registered"
"0h 4min. 29sec.","5/1/2011 18:46","5/1/2011 18:51","Potomac & Pennsylvania Ave SE (31606)","8th & Eye St SE / Barracks Row (31608)","W00434","Registered"
"0h 3min. 50sec.","6/20/2011 19:00","6/20/2011 19:04","20th & Bell St (31000)","23rd & Crystal Dr (31011)","W00878","Registered"
"0h 8min. 23sec.","4/10/2011 12:31","4/10/2011 12:39","16th & Harvard St NW (31103)","Park Rd & Holmead Pl NW (31602)","W00892","Registered"
"0h 8min. 42sec.","4/29/2011 9:08","4/29/2011 9:17","14th & Rhode Island Ave NW (31203)","14th & D St NW / Ronald Reagan Building (31231)","W01071","Registered"
"0h 28min. 16sec.","5/2/2011 22:59","5/2/2011 23:27","17th & K St NW / Farragut Square (31233)","10th St & Constitution Ave NW (31219)","W00793","Casual"
"0h 13min. 34sec.","5/19/2011 18:59","5/19/2011 19:13","14th St Heights / 14th & Crittenden St NW (31402)","Park Rd & Holmead Pl NW (31602)","W00649","Registered"
"0h 19min. 10sec.","5/26/2011 11:28","5/26/2011 11:47","North Capitol St & F St NW (31624)","McPherson Square - 14th & H St NW (31216)","W00664","Casual"
"0h 7min. 59sec.","6/6/2011 12:51","6/6/2011 12:59","37th & O St NW / Georgetown University (31236)","Lynn & 19th St North (31014)","W00893","Registered"
"0h 4min. 23sec.","5/8/2011 14:47","5/8/2011 14:52","12th & Hayes St (31001)","18th & Hayes St (31004)","W00825","Registered"
"0h 18min. 1sec.","5/19/2011 17:11","5/19/2011 17:29","21st & M St NW (31212)","4th & M St SW (31108)","W00319","Registered"
"0h 29min. 35sec.","4/25/2011 16:16","4/25/2011 16:45","16th & U St NW (31229)","17th & K St NW [formerly 17th & L St NW] (31213)","? (0x26B3BBA8)","Registered"
"0h 9min. 12sec.","5/23/2011 18:44","5/23/2011 18:53","10th & U St NW (31111)","Georgia & New Hampshire Ave NW (31400)","W00193","Registered"
"0h 19min. 30sec.","5/20/2011 15:56","5/20/2011 16:16","3rd & D St SE (31605)","13th & D St NE (31622)","W00538","Registered"
"0h 33min. 14sec.","4/28/2011 21:49","4/28/2011 22:22","1st & N ST SE (31209)","25th St & Pennsylvania Ave NW (31237)","W00495","Casual"
"0h 3min. 5sec.","6/1/2011 12:01","6/1/2011 12:05","19th & E Street NW (31206)","19th St & Pennsylvania Ave NW (31100)","W01026","Registered"
"0h 10min. 36sec.","5/24/2011 17:00","5/24/2011 17:11","North Capitol St & F St NW (31624)","4th & M St SW (31108)","W00049","Registered"
"0h 11min. 47sec.","4/27/2011 17:45","4/27/2011 17:56","1st & M St NE (31603)","14th & Rhode Island Ave NW (31203)","W00349","Registered"
"0h 7min. 20sec.","4/30/2011 17:00","4/30/2011 17:07","McPherson Square - 14th & H St NW (31216)","15th & P St NW (31201)","W00110","Registered"
"0h 23min. 18sec.","5/3/2011 12:32","5/3/2011 12:56","13th & D St NE (31622)","McPherson Square - 14th & H St NW (31216)","W00640","Casual"
"0h 5min. 53sec.","6/8/2011 12:50","6/8/2011 12:56","14th & V St NW (31101)","17th & Corcoran St NW (31214)","W00253","Registered"
"0h 5min. 38sec.","5/27/2011 14:46","5/27/2011 14:51","Adams Mill & Columbia Rd NW (31104)","Massachusetts Ave & Dupont Circle NW (31200)","W00485","Registered"
"0h 9min. 41sec.","6/4/2011 19:10","6/4/2011 19:20","Lamont & Mt Pleasant NW (31107)","Calvert St & Woodley Pl NW (31106)","W00500","Registered"
"0h 39min. 24sec.","6/3/2011 22:47","6/3/2011 23:26","10th St & Constitution Ave NW (31219)","Van Ness Metro / UDC (31300)","W00787","Registered"
"2h 17min. 51sec.","5/6/2011 14:47","5/6/2011 17:05","Massachusetts Ave & Dupont Circle NW (31200)","14th & Rhode Island Ave NW (31203)","W00369","Casual"
"0h 1min. 49sec.","5/15/2011 19:53","5/15/2011 19:55","Georgia & New Hampshire Ave NW (31400)","Georgia & New Hampshire Ave NW (31400)","W00236","Registered"
"0h 24min. 44sec.","6/19/2011 14:44","6/19/2011 15:09","1st & M St NE (31603)","25th St & Pennsylvania Ave NW (31237)","W01054","Casual"
"0h 1min. 55sec.","5/11/2011 19:46","5/11/2011 19:48","18th & M St NW (31221)","18th & M St NW (31221)","W00481","Registered"
"0h 15min. 1sec.","6/11/2011 21:41","6/11/2011 21:56","16th & Harvard St NW (31103)","Convention Center / 7th & M St NW (31223)","W00884","Registered"
"0h 13min. 48sec.","5/24/2011 8:42","5/24/2011 8:56","14th & Rhode Island Ave NW (31203)","L'Enfant Plaza / 7th & C St SW (31218)","W00362","Casual"
"0h 8min. 16sec.","5/27/2011 17:22","5/27/2011 17:30","3rd & H St NE (31616)","13th & D St NE (31622)","W00547","Registered"
"0h 7min. 13sec.","5/20/2011 21:58","5/20/2011 22:05","10th & U St NW (31111)","11th & Kenyon St NW (31102)","W00240","Registered"
"0h 0min. 5sec.","6/3/2011 18:20","6/3/2011 18:20","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","W00229","Registered"
"0h 17min. 14sec.","5/12/2011 8:07","5/12/2011 8:24","Florida Ave & R St NW (31503)","14th & D St NW / Ronald Reagan Building (31231)","W00128","Registered"
"0h 0min. 4sec.","6/5/2011 14:27","6/5/2011 14:27","14th & V St NW (31101)","14th & V St NW (31101)","W00302","Registered"
"0h 11min. 42sec.","6/23/2011 15:44","6/23/2011 15:56","Wisconsin Ave & Macomb St NW (31302)","Adams Mill & Columbia Rd NW (31104)","W00825","Registered"
"0h 33min. 43sec.","4/29/2011 20:00","4/29/2011 20:34","C & O Canal & Wisconsin Ave NW (31225)","New York Ave & 15th St NW (31222)","W00670","Registered"
"0h 0min. 45sec.","5/2/2011 20:53","5/2/2011 20:53","14th & D St NW / Ronald Reagan Building (31231)","14th & D St NW / Ronald Reagan Building (31231)","W00220","Registered"
"1h 20min. 48sec.","5/13/2011 14:57","5/13/2011 16:18","USDA / 12th & Independence Ave SW (31217)","USDA / 12th & Independence Ave SW (31217)","W00710","Casual"
"0h 20min. 56sec.","4/25/2011 16:22","4/25/2011 16:43","Wisconsin Ave & Macomb St NW (31302)","14th & Rhode Island Ave NW (31203)","W00541","Registered"
"0h 5min. 2sec.","5/19/2011 17:50","5/19/2011 17:55","20th & Crystal Dr (31002)","23rd & Eads (31013)","W00050","Registered"
"0h 8min. 46sec.","4/6/2011 21:48","4/6/2011 21:57","New York Ave & 15th St NW (31222)","14th & V St NW (31101)","W00507","Registered"
"0h 10min. 58sec.","5/30/2011 10:58","5/30/2011 11:09","Park Rd & Holmead Pl NW (31602)","14th & Rhode Island Ave NW (31203)","W00652","Registered"
"0h 47min. 52sec.","4/24/2011 13:59","4/24/2011 14:46","18th & M St NW (31221)","5th & F St NW (31620)","W00730","Casual"
"0h 6min. 53sec.","6/3/2011 17:56","6/3/2011 18:03","14th & V St NW (31101)","20th St & Florida Ave NW (31110)","W00829","Registered"
"0h 12min. 20sec.","6/4/2011 14:56","6/4/2011 15:08","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Potomac & Pennsylvania Ave SE (31606)","W00690","Casual"
"0h 11min. 21sec.","5/3/2011 0:04","5/3/2011 0:15","25th St & Pennsylvania Ave NW (31237)","20th & E St NW (31204)","W00538","Registered"
"0h 20min. 22sec.","5/14/2011 14:36","5/14/2011 14:57","5th & F St NW (31620)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W01039","Casual"
"0h 6min. 5sec.","5/7/2011 21:42","5/7/2011 21:48","19th & East Capitol St SE (31601)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00387","Registered"
"0h 19min. 6sec.","5/10/2011 16:38","5/10/2011 16:57","M St & New Jersey Ave SE (31208)","13th & H St NE (31611)","W01031","Registered"
"0h 10min. 43sec.","4/11/2011 23:20","4/11/2011 23:31","17th & K St NW [formerly 17th & L St NW] (31213)","16th & U St NW (31229)","W00970","Casual"
"0h 8min. 40sec.","6/10/2011 18:30","6/10/2011 18:38","8th & H St NW (31228)","Florida Ave & R St NW (31503)","W00822","Registered"
"0h 15min. 51sec.","6/2/2011 18:21","6/2/2011 18:37","Metro Center / 12th & G St NW (31230)","17th & K St NW [formerly 17th & L St NW] (31213)","W00481","Casual"
"0h 7min. 28sec.","6/28/2011 22:12","6/28/2011 22:19","Calvert St & Woodley Pl NW (31106)","16th & Harvard St NW (31103)","W00961","Casual"
"0h 6min. 4sec.","5/2/2011 12:58","5/2/2011 13:04","18th & M St NW (31221)","25th St & Pennsylvania Ave NW (31237)","W00742","Registered"
"0h 13min. 54sec.","4/15/2011 10:10","4/15/2011 10:24","20th & E St NW (31204)","5th & F St NW (31620)","W00285","Registered"
"0h 16min. 0sec.","5/16/2011 8:16","5/16/2011 8:32","14th & Harvard St NW (31105)","19th St & Constitution Ave NW (31235)","W01008","Registered"
"0h 49min. 11sec.","4/24/2011 13:55","4/24/2011 14:45","Massachusetts Ave & Dupont Circle NW (31200)","L'Enfant Plaza / 7th & C St SW (31218)","W00731","Casual"
"0h 20min. 56sec.","5/11/2011 8:11","5/11/2011 8:32","20th St & Florida Ave NW (31110)","7th & F St NW / National Portrait Gallery (31232)","W00723","Registered"
"0h 13min. 31sec.","4/6/2011 11:28","4/6/2011 11:41","14th & Rhode Island Ave NW (31203)","Adams Mill & Columbia Rd NW (31104)","W00567","Registered"
"0h 3min. 5sec.","5/17/2011 20:23","5/17/2011 20:26","Lincoln Park / 13th & East Capitol St NE  (31619)","14th & D St SE (31607)","W00540","Registered"
"0h 23min. 45sec.","6/11/2011 7:41","6/11/2011 8:04","Convention Center / 7th & M St NW (31223)","25th St & Pennsylvania Ave NW (31237)","W00198","Registered"
"0h 11min. 1sec.","4/8/2011 12:26","4/8/2011 12:37","20th St & Florida Ave NW (31110)","Florida Ave & R St NW (31503)","W00867","Registered"
"0h 14min. 48sec.","5/3/2011 9:55","5/3/2011 10:10","34th St & Wisconsin Ave NW (31226)","15th & P St NW (31201)","W00115","Registered"
"0h 7min. 39sec.","4/11/2011 16:27","4/11/2011 16:35","1st & M St NE (31603)","1st & M St NE (31603)","W00427","Registered"
"0h 5min. 16sec.","6/28/2011 11:02","6/28/2011 11:07","15th & P St NW (31201)","Massachusetts Ave & Dupont Circle NW (31200)","W00057","Registered"
"0h 34min. 58sec.","6/7/2011 10:40","6/7/2011 11:15","8th & H St NW (31228)","New York Ave & 15th St NW (31222)","W00312","Registered"
"0h 21min. 47sec.","5/5/2011 18:10","5/5/2011 18:32","John McCormack Dr & Michigan Ave NE (31502)","5th St & K St NW (31600)","W00081","Registered"
"0h 12min. 53sec.","6/5/2011 13:22","6/5/2011 13:35","5th St & K St NW (31600)","18th & M St NW (31221)","W00927","Registered"
"0h 11min. 23sec.","6/8/2011 19:12","6/8/2011 19:23","13th & D St NE (31622)","3rd & D St SE (31605)","W00402","Registered"
"0h 14min. 52sec.","5/26/2011 9:07","5/26/2011 9:22","16th & U St NW (31229)","14th & G St NW (31238)","W00186","Registered"
"0h 11min. 21sec.","6/11/2011 1:26","6/11/2011 1:38","19th & L St NW (31224)","14th & Rhode Island Ave NW (31203)","W00320","Registered"
"0h 4min. 33sec.","5/1/2011 10:39","5/1/2011 10:43","North Capitol St & F St NW (31624)","North Capitol St & F St NW (31624)","W00475","Registered"
"0h 6min. 34sec.","4/23/2011 22:25","4/23/2011 22:31","Lincoln Park / 13th & East Capitol St NE  (31619)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00134","Registered"
"1h 41min. 13sec.","6/21/2011 19:40","6/21/2011 21:21","37th & O St NW / Georgetown University (31236)","37th & O St NW / Georgetown University (31236)","W00045","Casual"
"0h 27min. 41sec.","5/16/2011 18:06","5/16/2011 18:33","13th St & New York Ave NW (31227)","15th & P St NW (31201)","W00697","Registered"
"0h 9min. 2sec.","6/3/2011 8:24","6/3/2011 8:33","18th & M St NW (31221)","C & O Canal & Wisconsin Ave NW (31225)","W00740","Registered"
"0h 3min. 16sec.","4/19/2011 14:33","4/19/2011 14:36","3rd & D St SE (31605)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00267","Registered"
"0h 7min. 29sec.","6/18/2011 19:51","6/18/2011 19:59","Park Rd & Holmead Pl NW (31602)","14th & R St NW (31202)","W00524","Registered"
"0h 15min. 16sec.","5/24/2011 18:32","5/24/2011 18:47","McPherson Square - 14th & H St NW (31216)","Adams Mill & Columbia Rd NW (31104)","W01000","Registered"
"0h 11min. 36sec.","4/27/2011 8:30","4/27/2011 8:41","17th & Corcoran St NW (31214)","5th & F St NW (31620)","W00579","Registered"
"0h 8min. 17sec.","6/29/2011 12:37","6/29/2011 12:45","20th & E St NW (31204)","17th & K St NW / Farragut Square (31233)","W01093","Registered"
"0h 9min. 55sec.","6/4/2011 19:08","6/4/2011 19:18","5th St & K St NW (31600)","15th & P St NW (31201)","W00502","Registered"
"0h 15min. 51sec.","4/28/2011 18:46","4/28/2011 19:01","7th & T St NW (31109)","Adams Mill & Columbia Rd NW (31104)","W01032","Casual"
"0h 16min. 31sec.","6/20/2011 17:52","6/20/2011 18:09","13th St & New York Ave NW (31227)","Adams Mill & Columbia Rd NW (31104)","W00997","Registered"
"0h 11min. 13sec.","6/23/2011 19:11","6/23/2011 19:22","7th & F St NW / National Portrait Gallery (31232)","4th & M St SW (31108)","W00660","Registered"
"0h 10min. 7sec.","4/23/2011 19:03","4/23/2011 19:13","20th St & Florida Ave NW (31110)","19th & E Street NW (31206)","W01018","Registered"
"0h 12min. 23sec.","6/29/2011 20:26","6/29/2011 20:39","27th & Crystal Dr (31009)","S Joyce & Army Navy Dr (31006)","W01007","Registered"
"0h 54min. 43sec.","6/24/2011 22:29","6/24/2011 23:24","C & O Canal & Wisconsin Ave NW (31225)","Georgetown Harbor / 30th St NW (31215)","W00581","Casual"
"2h 17min. 22sec.","6/19/2011 14:03","6/19/2011 16:21","5th St & K St NW (31600)","5th St & K St NW (31600)","W00212","Casual"
"0h 17min. 42sec.","5/28/2011 17:43","5/28/2011 18:00","Massachusetts Ave & Dupont Circle NW (31200)","16th & Harvard St NW (31103)","W00623","Casual"
"0h 6min. 49sec.","4/15/2011 19:48","4/15/2011 19:55","4th & M St SW (31108)","M St & New Jersey Ave SE (31208)","W00089","Registered"
"0h 4min. 54sec.","4/20/2011 19:06","4/20/2011 19:11","4th St & Massachusetts Ave NW (31604)","8th & H St NW (31228)","W01079","Registered"
"0h 8min. 37sec.","5/4/2011 8:09","5/4/2011 8:17","15th & P St NW (31201)","4th St & Massachusetts Ave NW (31604)","W00590","Registered"
"0h 5min. 4sec.","5/18/2011 7:12","5/18/2011 7:17","20th & Bell St (31000)","27th & Crystal Dr (31009)","W00485","Registered"
"0h 11min. 0sec.","4/21/2011 7:29","4/21/2011 7:40","21st & I St NW (31205)","5th & F St NW (31620)","W00818","Registered"
